Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4514,CA-2021-001724,2019-04-23,2019-04-26,Standard Class,CU-00220,Customer_220,Home Office,United States,Atlanta,Alabama,20054,South,PRD-SUP-6568,Office Supplies,Supplies,Dixon Pencil,369.17,2,0.4,7.01
4515,CA-2020-000120,2021-11-29,2021-12-04,Standard Class,CU-00184,Customer_184,Consumer,United States,Boston,New York,23584,East,PRD-FUR-2223,Furniture,Furnishings,DAX Frame,2781.68,2,0.2,328.15
4516,CA-2021-001438,2020-11-27,2020-12-02,Standard Class,CU-00633,Customer_633,Consumer,United States,Las Vegas,Arizona,57071,West,PRD-STO-8059,Office Supplies,Storage,Eldon Stackables,177.89,1,0.0,11.76
4517,CA-2019-000087,2019-04-14,2019-04-19,Second Class,CU-00477,Customer_477,Corporate,United States,Miami,Florida,38304,South,PRD-BIN-5624,Office Supplies,Binders,Storex DuraTech,278.83,1,0.4,33.25
4518,CA-2021-001963,2020-04-21,2020-04-28,Standard Class,CU-00203,Customer_203,Consumer,United States,Seattle,Oregon,98416,West,PRD-CHA-7696,Furniture,Chairs,Staples Hyken,699.41,2,0.4,74.06
4519,CA-2020-001527,2022-08-15,2022-08-18,Standard Class,CU-00066,Customer_66,Consumer,United States,Las Vegas,Montana,45842,West,PRD-MAC-8864,Technology,Machines,Lexmark Laser,13085.66,5,0.0,796.26
4520,CA-2020-000717,2022-11-05,2022-11-10,Standard Class,CU-00134,Customer_134,Home Office,United States,Baltimore,Maryland,87198,East,PRD-FAS-7979,Office Supplies,Fasteners,OIC Binder,2041.14,3,0.1,397.96
4521,CA-2022-001511,2019-08-18,2019-08-24,Standard Class,CU-00085,Customer_85,Corporate,United States,Seattle,Oregon,33791,West,PRD-ENV-9084,Office Supplies,Envelopes,Kraft Clasp,1612.57,2,0.3,222.82
4522,CA-2021-000918,2021-08-18,2021-08-24,Second Class,CU-00643,Customer_643,Consumer,United States,St. Louis,Indiana,38560,Central,PRD-BIN-1890,Office Supplies,Binders,Cardinal Premier,1976.3,3,0.2,328.02
4523,CA-2022-000744,2021-07-17,2021-07-19,Standard Class,CU-00774,Customer_774,Home Office,United States,Las Vegas,Colorado,47592,West,PRD-CHA-4034,Furniture,Chairs,Global Ergonomic,1218.1,2,0.4,87.6
4524,CA-2020-000909,2020-08-07,2020-08-12,Standard Class,CU-00113,Customer_113,Home Office,United States,Los Angeles,Montana,42920,West,PRD-SUP-8910,Office Supplies,Supplies,ACCO Binder,552.6,1,0.2,8.45
4525,CA-2022-000684,2019-05-29,2019-05-31,Standard Class,CU-00312,Customer_312,Consumer,United States,Minneapolis,Illinois,17832,Central,PRD-STO-9820,Office Supplies,Storage,Storex Drawers,923.49,1,0.2,52.36
4526,CA-2022-001644,2019-02-28,2019-03-07,Standard Class,CU-00287,Customer_287,Corporate,United States,Houston,Arkansas,58017,South,PRD-FAS-2171,Office Supplies,Fasteners,OIC Binder,3357.62,3,0.0,635.1
4527,CA-2019-000697,2020-11-28,2020-11-30,Standard Class,CU-00797,Customer_797,Consumer,United States,Las Vegas,Utah,50154,West,PRD-PAP-6032,Office Supplies,Paper,Hammermill Copy,6437.56,7,0.0,976.91
4528,CA-2022-001801,2019-06-15,2019-06-18,Standard Class,CU-00759,Customer_759,Home Office,United States,St. Louis,Missouri,91637,Central,PRD-SUP-8435,Office Supplies,Supplies,Eldon Tape,944.5,4,0.0,18.41
4529,CA-2021-001050,2019-01-02,2019-01-09,Standard Class,CU-00599,Customer_599,Consumer,United States,Los Angeles,Arizona,56926,West,PRD-FAS-5336,Office Supplies,Fasteners,Advantus Alligator,251.56,1,0.1,56.97
4530,CA-2019-000302,2020-03-05,2020-03-09,Second Class,CU-00594,Customer_594,Corporate,United States,Washington DC,Pennsylvania,96422,East,PRD-BOO-8080,Furniture,Bookcases,Bush Bookcase,655.66,1,0.0,50.62
4531,CA-2021-000454,2022-05-20,2022-05-25,Standard Class,CU-00381,Customer_381,Consumer,United States,New York,Maine,95033,East,PRD-COP-6489,Technology,Copiers,Xerox DocuCenter,211.55,2,0.2,57.8
4532,CA-2020-001427,2022-04-25,2022-04-28,Standard Class,CU-00288,Customer_288,Consumer,United States,St. Louis,Michigan,96617,Central,PRD-TAB-3126,Furniture,Tables,Bevis Round,799.78,1,0.5,-32.49
4533,CA-2021-000151,2021-05-23,2021-05-30,Second Class,CU-00459,Customer_459,Consumer,United States,New York,New Hampshire,47772,East,PRD-BIN-6149,Office Supplies,Binders,Storex DuraTech,639.79,3,0.2,96.9
4534,CA-2021-000378,2022-11-22,2022-11-27,First Class,CU-00334,Customer_334,Consumer,United States,New Orleans,South Carolina,95642,South,PRD-SUP-7282,Office Supplies,Supplies,ACCO Binder,1139.9,2,0.4,17.49
4535,CA-2021-001069,2020-12-12,2020-12-18,First Class,CU-00606,Customer_606,Corporate,United States,Boston,New Jersey,42668,East,PRD-SUP-6963,Office Supplies,Supplies,Crayola Crayons,1924.7,3,0.1,32.45
4536,CA-2020-001926,2019-06-01,2019-06-06,Standard Class,CU-00679,Customer_679,Corporate,United States,Las Vegas,Idaho,22054,West,PRD-CHA-2560,Furniture,Chairs,Global Ergonomic,1212.18,1,0.2,123.59
4537,CA-2020-001679,2022-08-26,2022-08-30,Second Class,CU-00786,Customer_786,Consumer,United States,Washington DC,New Jersey,63017,East,PRD-STO-2600,Office Supplies,Storage,Fellowes Bankers,664.86,3,0.3,43.65
4538,CA-2022-000440,2021-04-26,2021-04-30,Standard Class,CU-00154,Customer_154,Consumer,United States,New York,New Jersey,63012,East,PRD-BIN-7013,Office Supplies,Binders,Ibico Mag Binder,2075.02,2,0.0,339.62
4539,CA-2020-001089,2019-04-29,2019-05-06,Same Day,CU-00398,Customer_398,Consumer,United States,St. Louis,Ohio,56273,Central,PRD-MAC-3498,Technology,Machines,Lexmark Laser,2294.16,1,0.1,140.54
4540,CA-2022-001726,2021-01-10,2021-01-15,Second Class,CU-00007,Customer_7,Home Office,United States,Dallas,Florida,11498,South,PRD-BIN-8695,Office Supplies,Binders,Storex DuraTech,1186.58,4,0.3,119.05
4541,CA-2019-001263,2021-08-25,2021-08-31,First Class,CU-00296,Customer_296,Corporate,United States,Minneapolis,Michigan,84085,Central,PRD-BOO-2020,Furniture,Bookcases,Atlantic Oskar,5748.43,4,0.1,353.09
4542,CA-2020-000070,2021-03-22,2021-03-27,First Class,CU-00673,Customer_673,Corporate,United States,Seattle,Colorado,12260,West,PRD-PAP-5640,Office Supplies,Paper,Southworth 25%,870.43,1,0.1,147.13
4543,CA-2019-001983,2019-08-14,2019-08-17,Standard Class,CU-00422,Customer_422,Home Office,United States,Boston,Maine,92301,East,PRD-COP-8268,Technology,Copiers,Canon imageCLASS,8995.66,3,0.0,2146.16
4544,CA-2021-001413,2021-12-17,2021-12-21,Standard Class,CU-00375,Customer_375,Consumer,United States,San Francisco,Washington,59755,West,PRD-PAP-6323,Office Supplies,Paper,Southworth 25%,928.38,1,0.0,149.06
4545,CA-2019-001141,2020-07-27,2020-07-29,Standard Class,CU-00091,Customer_91,Corporate,United States,Portland,Washington,85602,West,PRD-STO-3923,Office Supplies,Storage,Storex Drawers,1872.5,2,0.1,115.22
4546,CA-2021-000791,2022-09-09,2022-09-14,Standard Class,CU-00373,Customer_373,Consumer,United States,Chicago,Kansas,28591,Central,PRD-ACC-8290,Technology,Accessories,Belkin Mouse Pad,1345.69,1,0.1,252.48
4547,CA-2020-001352,2020-05-02,2020-05-06,Standard Class,CU-00773,Customer_773,Consumer,United States,Portland,Utah,74765,West,PRD-BIN-4109,Office Supplies,Binders,Ibico Mag Binder,1595.87,4,0.4,245.21
4548,CA-2022-001740,2021-11-28,2021-12-02,Standard Class,CU-00536,Customer_536,Home Office,United States,Washington DC,New York,77626,East,PRD-ACC-5759,Technology,Accessories,Kensington Lock,2569.09,3,0.4,397.51
4549,CA-2021-001664,2020-09-15,2020-09-20,Second Class,CU-00359,Customer_359,Corporate,United States,Seattle,Oregon,50925,West,PRD-MAC-2677,Technology,Machines,Lexmark Laser,640.34,2,0.5,37.51
4550,CA-2020-001592,2019-06-29,2019-07-04,Standard Class,CU-00668,Customer_668,Home Office,United States,Miami,Arkansas,95847,South,PRD-BOO-3975,Furniture,Bookcases,Bush Bookcase,2776.85,1,0.0,123.02
4551,CA-2019-001718,2021-12-31,2022-01-05,Second Class,CU-00201,Customer_201,Consumer,United States,Las Vegas,Utah,18650,West,PRD-SUP-2100,Office Supplies,Supplies,Eldon Tape,525.83,2,0.1,12.6
4552,CA-2020-001782,2022-05-14,2022-05-18,Second Class,CU-00269,Customer_269,Corporate,United States,Minneapolis,Wisconsin,87286,Central,PRD-ACC-4058,Technology,Accessories,Belkin Mouse Pad,424.15,6,0.0,82.17
4553,CA-2022-001608,2021-12-08,2021-12-11,First Class,CU-00005,Customer_5,Home Office,United States,New Orleans,Texas,44389,South,PRD-PAP-3415,Office Supplies,Paper,Southworth 25%,4268.29,6,0.1,702.74
4554,CA-2022-000658,2022-02-20,2022-02-26,Standard Class,CU-00416,Customer_416,Consumer,United States,Minneapolis,Illinois,11399,Central,PRD-BIN-8466,Office Supplies,Binders,Cardinal Premier,765.24,1,0.0,72.35
4555,CA-2019-001474,2021-05-09,2021-05-13,Standard Class,CU-00372,Customer_372,Home Office,United States,San Francisco,Idaho,14248,West,PRD-TAB-1298,Furniture,Tables,Bevis Round,5843.38,2,0.0,-259.52
4556,CA-2021-001381,2020-05-11,2020-05-16,Standard Class,CU-00086,Customer_86,Consumer,United States,Kansas City,Minnesota,51719,Central,PRD-LAB-5446,Office Supplies,Labels,Avery Self-Adhesive,971.53,1,0.1,139.12
4557,CA-2019-001637,2021-07-16,2021-07-23,Standard Class,CU-00470,Customer_470,Corporate,United States,Portland,California,79503,West,PRD-SUP-5306,Office Supplies,Supplies,Crayola Crayons,5025.35,7,0.1,92.34
4558,CA-2022-001926,2019-04-26,2019-05-01,First Class,CU-00113,Customer_113,Home Office,United States,Detroit,Kansas,81704,Central,PRD-COP-4966,Technology,Copiers,Xerox DocuCenter,4046.15,3,0.5,821.49
4559,CA-2020-000991,2020-08-22,2020-08-24,Standard Class,CU-00584,Customer_584,Corporate,United States,Minneapolis,Wisconsin,13769,Central,PRD-FAS-2394,Office Supplies,Fasteners,Staples Pushpin,4078.3,7,0.0,980.13
4560,CA-2020-001219,2020-11-05,2020-11-09,Standard Class,CU-00331,Customer_331,Corporate,United States,Las Vegas,Nevada,20219,West,PRD-TAB-2712,Furniture,Tables,Bretford CR4500,422.54,6,0.0,-20.36
4561,CA-2021-000697,2021-04-30,2021-05-04,Standard Class,CU-00230,Customer_230,Corporate,United States,New Orleans,Arkansas,56649,South,PRD-FUR-7600,Furniture,Furnishings,Deflect-O Panel,2400.84,6,0.3,323.62
4562,CA-2020-001081,2022-12-28,2022-12-31,Standard Class,CU-00081,Customer_81,Home Office,United States,Kansas City,Iowa,77166,Central,PRD-ENV-3060,Office Supplies,Envelopes,Kraft Clasp,1787.23,4,0.0,227.17
4563,CA-2020-000670,2021-11-21,2021-11-25,Second Class,CU-00101,Customer_101,Consumer,United States,Miami,Arkansas,71065,South,PRD-STO-4719,Office Supplies,Storage,Fellowes Bankers,436.03,2,0.0,43.11
4564,CA-2019-001986,2022-02-18,2022-02-21,Standard Class,CU-00127,Customer_127,Consumer,United States,Dallas,Louisiana,17513,South,PRD-TAB-7224,Furniture,Tables,Chromcraft T,1279.92,1,0.0,-75.26
4565,CA-2021-000023,2020-05-11,2020-05-16,Standard Class,CU-00038,Customer_38,Corporate,United States,San Francisco,Utah,74319,West,PRD-PHO-8135,Technology,Phones,Apple iPhone,2522.85,3,0.1,342.54
4566,CA-2020-000388,2021-12-23,2021-12-27,Standard Class,CU-00254,Customer_254,Home Office,United States,Atlanta,Louisiana,80496,South,PRD-BOO-6061,Furniture,Bookcases,Altra Furniture,899.15,1,0.0,68.25
4567,CA-2021-001352,2021-11-17,2021-11-20,Standard Class,CU-00712,Customer_712,Consumer,United States,New York,New Hampshire,19377,East,PRD-BOO-6725,Furniture,Bookcases,Bush Bookcase,568.02,1,0.1,27.23
4568,CA-2021-000688,2020-12-27,2021-01-02,Standard Class,CU-00797,Customer_797,Consumer,United States,St. Louis,Iowa,88963,Central,PRD-ENV-7480,Office Supplies,Envelopes,Universal Peel-Seal,2127.5,2,0.0,422.34
4569,CA-2019-001456,2020-11-25,2020-11-29,Standard Class,CU-00036,Customer_36,Corporate,United States,Baltimore,Connecticut,86006,East,PRD-TAB-5881,Furniture,Tables,Chromcraft T,239.48,2,0.1,-15.56
4570,CA-2022-001535,2020-10-29,2020-11-01,First Class,CU-00269,Customer_269,Consumer,United States,New York,New Hampshire,50791,East,PRD-PHO-2436,Technology,Phones,Motorola Smart,5072.42,3,0.3,501.25
4571,CA-2021-001152,2019-06-10,2019-06-15,Same Day,CU-00800,Customer_800,Consumer,United States,Detroit,Missouri,45930,Central,PRD-COP-4572,Technology,Copiers,Xerox DocuCenter,13603.11,5,0.1,4175.81
4572,CA-2019-001646,2022-05-12,2022-05-17,First Class,CU-00229,Customer_229,Corporate,United States,New Orleans,Alabama,40448,South,PRD-COP-9995,Technology,Copiers,HP LaserJet,738.5,2,0.2,160.16
4573,CA-2021-000903,2019-02-06,2019-02-10,Standard Class,CU-00648,Customer_648,Consumer,United States,Miami,Arkansas,35760,South,PRD-LAB-2115,Office Supplies,Labels,Avery Self-Adhesive,2794.91,3,0.1,468.89
4574,CA-2021-000896,2019-11-29,2019-12-03,Standard Class,CU-00286,Customer_286,Corporate,United States,St. Louis,Iowa,67526,Central,PRD-STO-3544,Office Supplies,Storage,Iris Stacking,991.3,1,0.1,63.24
4575,CA-2019-001116,2020-04-10,2020-04-15,Standard Class,CU-00613,Customer_613,Corporate,United States,Seattle,Colorado,57504,West,PRD-PHO-5604,Technology,Phones,Apple iPhone,355.84,4,0.0,55.33
4576,CA-2021-000744,2021-10-20,2021-10-27,Standard Class,CU-00728,Customer_728,Consumer,United States,Dallas,South Carolina,10773,South,PRD-STO-9530,Office Supplies,Storage,Storex Drawers,828.21,2,0.0,74.54
4577,CA-2020-000743,2020-11-17,2020-11-21,Standard Class,CU-00678,Customer_678,Home Office,United States,Seattle,Utah,28761,West,PRD-FUR-4137,Furniture,Furnishings,Tensor Lamp,1019.68,1,0.4,130.64
4578,CA-2022-000529,2019-07-07,2019-07-13,Standard Class,CU-00690,Customer_690,Consumer,United States,Las Vegas,Washington,97617,West,PRD-COP-2701,Technology,Copiers,HP LaserJet,1068.05,1,0.0,322.75
4579,CA-2020-000700,2020-02-01,2020-02-05,Standard Class,CU-00092,Customer_92,Corporate,United States,Dallas,Texas,64478,South,PRD-FUR-5810,Furniture,Furnishings,Deflect-O Panel,687.27,1,0.1,59.21
4580,CA-2021-001528,2020-09-05,2020-09-09,Second Class,CU-00238,Customer_238,Corporate,United States,Los Angeles,Montana,47008,West,PRD-COP-8127,Technology,Copiers,Brother MFC,1363.34,3,0.1,272.59
4581,CA-2022-001392,2022-07-30,2022-08-05,Standard Class,CU-00489,Customer_489,Home Office,United States,Houston,South Carolina,27653,South,PRD-PHO-5174,Technology,Phones,Samsung Galaxy,3914.08,2,0.1,547.32
4582,CA-2022-001853,2021-09-18,2021-09-23,Standard Class,CU-00529,Customer_529,Home Office,United States,Chicago,Wisconsin,86042,Central,PRD-TAB-9130,Furniture,Tables,Bevis Round,2533.71,5,0.4,-97.68
4583,CA-2022-000044,2020-06-14,2020-06-19,Standard Class,CU-00449,Customer_449,Corporate,United States,Minneapolis,Iowa,95971,Central,PRD-TAB-7655,Furniture,Tables,Bretford CR4500,1647.46,3,0.3,-66.5
4584,CA-2020-000496,2022-07-12,2022-07-18,Standard Class,CU-00679,Customer_679,Corporate,United States,Los Angeles,California,24592,West,PRD-APP-6875,Office Supplies,Appliances,Honeywell Heater,981.23,1,0.1,88.57
4585,CA-2021-000965,2021-02-07,2021-02-11,Standard Class,CU-00062,Customer_62,Consumer,United States,Detroit,Wisconsin,74250,Central,PRD-MAC-2003,Technology,Machines,Lexmark Laser,5522.36,5,0.3,250.29
4586,CA-2021-000742,2020-07-03,2020-07-08,Standard Class,CU-00314,Customer_314,Consumer,United States,Baltimore,Pennsylvania,50189,East,PRD-BOO-1006,Furniture,Bookcases,Sauder Barrister,467.81,3,0.0,27.62
4587,CA-2020-001751,2020-10-22,2020-10-27,Second Class,CU-00533,Customer_533,Corporate,United States,Seattle,Nevada,78470,West,PRD-BOO-9525,Furniture,Bookcases,Altra Furniture,5236.42,2,0.0,378.26
4588,CA-2019-001602,2020-01-12,2020-01-17,Standard Class,CU-00208,Customer_208,Corporate,United States,Dallas,Tennessee,62537,South,PRD-APP-2097,Office Supplies,Appliances,Holmes Fan,2659.41,3,0.1,227.32
4589,CA-2021-000062,2022-04-28,2022-05-01,Standard Class,CU-00645,Customer_645,Corporate,United States,Portland,Montana,69147,West,PRD-COP-1145,Technology,Copiers,Canon imageCLASS,2420.93,3,0.3,482.42
4590,CA-2022-001845,2021-01-27,2021-01-31,Standard Class,CU-00678,Customer_678,Consumer,United States,New Orleans,Georgia,44846,South,PRD-BIN-4133,Office Supplies,Binders,Cardinal Premier,1514.03,3,0.0,223.41
4591,CA-2020-000062,2019-08-10,2019-08-14,Second Class,CU-00366,Customer_366,Home Office,United States,Dallas,Louisiana,64003,South,PRD-LAB-5885,Office Supplies,Labels,Mead Tab,341.82,1,0.2,46.12
4592,CA-2020-000959,2021-05-16,2021-05-21,Standard Class,CU-00711,Customer_711,Consumer,United States,St. Louis,Indiana,81724,Central,PRD-COP-2874,Technology,Copiers,Canon imageCLASS,2726.05,1,0.2,566.31
4593,CA-2022-000646,2020-02-08,2020-02-13,Second Class,CU-00094,Customer_94,Corporate,United States,Kansas City,Illinois,79134,Central,PRD-MAC-8072,Technology,Machines,Cubify CubeX,175.72,1,0.1,7.79
4594,CA-2021-001183,2019-04-18,2019-04-23,Standard Class,CU-00541,Customer_541,Consumer,United States,Atlanta,South Carolina,34819,South,PRD-APP-6316,Office Supplies,Appliances,Fellowes Shredder,303.46,3,0.1,26.0
4595,CA-2022-001881,2019-03-06,2019-03-10,First Class,CU-00436,Customer_436,Consumer,United States,Kansas City,Missouri,84674,Central,PRD-PHO-6001,Technology,Phones,Apple iPhone,1037.17,1,0.4,101.8
4596,CA-2020-001450,2020-05-02,2020-05-09,Second Class,CU-00293,Customer_293,Home Office,United States,Philadelphia,Connecticut,82369,East,PRD-PHO-5660,Technology,Phones,Apple iPhone,3346.02,1,0.2,505.11
4597,CA-2022-000264,2022-06-30,2022-07-06,Standard Class,CU-00291,Customer_291,Home Office,United States,New York,Maine,47569,East,PRD-TAB-8552,Furniture,Tables,Bevis Round,8981.33,3,0.1,-424.93
4598,CA-2020-001561,2022-10-13,2022-10-17,Standard Class,CU-00641,Customer_641,Consumer,United States,Seattle,Arizona,74069,West,PRD-BOO-8428,Furniture,Bookcases,Bush Bookcase,4699.32,3,0.0,218.16
4599,CA-2019-001370,2019-02-04,2019-02-08,Second Class,CU-00187,Customer_187,Corporate,United States,New York,Massachusetts,51212,East,PRD-LAB-8197,Office Supplies,Labels,Mead Tab,944.86,1,0.2,152.32
4600,CA-2019-000519,2021-07-17,2021-07-22,Standard Class,CU-00565,Customer_565,Consumer,United States,San Francisco,Idaho,27263,West,PRD-TAB-7181,Furniture,Tables,Bevis Round,1406.65,2,0.1,-62.2
4601,CA-2021-000806,2019-11-16,2019-11-21,Standard Class,CU-00316,Customer_316,Corporate,United States,Minneapolis,Kansas,18473,Central,PRD-STO-1562,Office Supplies,Storage,Iris Stacking,458.2,3,0.1,46.71
4602,CA-2021-000040,2019-06-29,2019-07-03,Standard Class,CU-00225,Customer_225,Home Office,United States,Seattle,Utah,80096,West,PRD-BOO-8978,Furniture,Bookcases,Bush Bookcase,1614.74,1,0.2,74.52
4603,CA-2022-000946,2019-11-26,2019-12-01,Standard Class,CU-00783,Customer_783,Consumer,United States,St. Louis,Missouri,35763,Central,PRD-PHO-6038,Technology,Phones,Samsung Galaxy,3471.47,2,0.3,620.49
4604,CA-2020-000467,2020-07-27,2020-08-03,First Class,CU-00200,Customer_200,Consumer,United States,Philadelphia,Massachusetts,26012,East,PRD-BIN-3973,Office Supplies,Binders,Cardinal Premier,1105.77,3,0.0,146.97
4605,CA-2020-000203,2019-04-29,2019-05-04,Standard Class,CU-00606,Customer_606,Consumer,United States,San Francisco,Washington,73164,West,PRD-ACC-6460,Technology,Accessories,Kensington Lock,2023.58,2,0.3,351.61
4606,CA-2021-001486,2021-12-05,2021-12-09,Standard Class,CU-00612,Customer_612,Consumer,United States,Detroit,Michigan,82992,Central,PRD-LAB-3348,Office Supplies,Labels,Mead Tab,868.83,2,0.3,148.37
4607,CA-2019-001389,2022-12-16,2022-12-20,Standard Class,CU-00590,Customer_590,Consumer,United States,Chicago,Kansas,23056,Central,PRD-COP-3752,Technology,Copiers,Canon imageCLASS,2761.26,1,0.2,525.89
4608,CA-2021-000826,2019-02-23,2019-02-27,Standard Class,CU-00434,Customer_434,Consumer,United States,Detroit,Missouri,36343,Central,PRD-STO-6291,Office Supplies,Storage,Eldon Stackables,1256.47,5,0.2,91.77
4609,CA-2019-001390,2022-10-05,2022-10-11,Standard Class,CU-00570,Customer_570,Consumer,United States,Atlanta,Florida,71397,South,PRD-ACC-6132,Technology,Accessories,Verbatim DVD,1544.37,1,0.1,175.34
4610,CA-2021-000269,2020-04-03,2020-04-07,Standard Class,CU-00217,Customer_217,Consumer,United States,Detroit,Kansas,14726,Central,PRD-PAP-2211,Office Supplies,Paper,Hammermill Copy,694.43,2,0.0,142.05
4611,CA-2019-001989,2021-03-12,2021-03-19,Standard Class,CU-00746,Customer_746,Consumer,United States,Seattle,Nevada,80156,West,PRD-BOO-5037,Furniture,Bookcases,Altra Furniture,982.15,1,0.3,76.54
4612,CA-2021-000584,2022-05-20,2022-05-23,Standard Class,CU-00642,Customer_642,Home Office,United States,Baltimore,Virginia,66080,East,PRD-TAB-5012,Furniture,Tables,Bretford CR4500,2070.32,4,0.1,-82.01
4613,CA-2019-000694,2019-11-14,2019-11-18,Standard Class,CU-00658,Customer_658,Corporate,United States,Philadelphia,Maryland,41690,East,PRD-ACC-2415,Technology,Accessories,Verbatim DVD,923.32,1,0.4,187.88
4614,CA-2020-001177,2022-08-08,2022-08-14,Standard Class,CU-00259,Customer_259,Consumer,United States,St. Louis,Iowa,99369,Central,PRD-ACC-5171,Technology,Accessories,Kensington Lock,297.33,1,0.5,58.39
4615,CA-2022-000151,2019-05-10,2019-05-16,Second Class,CU-00440,Customer_440,Consumer,United States,New York,New York,26550,East,PRD-ENV-5406,Office Supplies,Envelopes,Kraft Clasp,3269.09,6,0.0,703.09
4616,CA-2022-000601,2022-03-06,2022-03-09,Second Class,CU-00553,Customer_553,Home Office,United States,San Francisco,Montana,51155,West,PRD-PHO-6975,Technology,Phones,Cisco SPA303,6520.39,3,0.4,1128.5
4617,CA-2019-000102,2021-12-04,2021-12-10,Standard Class,CU-00319,Customer_319,Corporate,United States,Minneapolis,Michigan,40779,Central,PRD-FAS-8480,Office Supplies,Fasteners,Advantus Alligator,956.97,3,0.0,144.18
4618,CA-2022-001325,2022-11-26,2022-12-02,Standard Class,CU-00008,Customer_8,Home Office,United States,Detroit,Missouri,88334,Central,PRD-STO-6931,Office Supplies,Storage,Iris Stacking,1143.64,1,0.0,70.59
4619,CA-2022-000860,2019-05-04,2019-05-08,First Class,CU-00006,Customer_6,Home Office,United States,Seattle,Idaho,18271,West,PRD-APP-5806,Office Supplies,Appliances,Holmes Fan,806.44,2,0.1,107.21
4620,CA-2022-000897,2020-06-22,2020-06-26,Second Class,CU-00282,Customer_282,Consumer,United States,Chicago,Michigan,18939,Central,PRD-MAC-1562,Technology,Machines,Cisco TelePresence,10492.42,5,0.2,411.37
4621,CA-2022-001123,2020-11-13,2020-11-18,Standard Class,CU-00396,Customer_396,Corporate,United States,Los Angeles,Idaho,45314,West,PRD-FAS-2427,Office Supplies,Fasteners,Advantus Alligator,2046.27,2,0.1,401.8
4622,CA-2020-000900,2021-07-21,2021-07-26,Second Class,CU-00227,Customer_227,Home Office,United States,Washington DC,New Jersey,78151,East,PRD-BIN-4963,Office Supplies,Binders,Storex DuraTech,1934.55,3,0.0,301.16
4623,CA-2019-000735,2020-03-28,2020-03-31,Second Class,CU-00674,Customer_674,Corporate,United States,New York,Connecticut,44840,East,PRD-PHO-5414,Technology,Phones,Samsung Galaxy,1340.78,1,0.3,159.85
4624,CA-2021-001468,2020-06-01,2020-06-03,Standard Class,CU-00529,Customer_529,Home Office,United States,Kansas City,Illinois,63072,Central,PRD-PAP-8632,Office Supplies,Paper,Xerox 4200,1623.76,2,0.2,306.65
4625,CA-2019-000847,2021-12-23,2021-12-28,Second Class,CU-00210,Customer_210,Consumer,United States,Philadelphia,Maine,58134,East,PRD-STO-7345,Office Supplies,Storage,Iris Stacking,1440.68,2,0.1,148.23
4626,CA-2022-000611,2021-01-10,2021-01-17,First Class,CU-00641,Customer_641,Corporate,United States,Las Vegas,Montana,76898,West,PRD-TAB-9603,Furniture,Tables,KI Adjustable,4770.83,3,0.1,-265.38
4627,CA-2022-000030,2020-07-10,2020-07-14,Standard Class,CU-00567,Customer_567,Home Office,United States,Philadelphia,Connecticut,52290,East,PRD-FUR-7588,Furniture,Furnishings,Eldon Desk,2834.84,4,0.5,311.51
4628,CA-2021-000545,2022-05-08,2022-05-12,Standard Class,CU-00217,Customer_217,Corporate,United States,Washington DC,New Hampshire,62531,East,PRD-COP-4682,Technology,Copiers,Brother MFC,3030.02,2,0.0,621.4
4629,CA-2022-001879,2019-05-06,2019-05-09,Standard Class,CU-00249,Customer_249,Home Office,United States,Dallas,Alabama,75759,South,PRD-PHO-2399,Technology,Phones,Apple iPhone,2669.71,2,0.1,404.02
4630,CA-2020-001677,2020-04-05,2020-04-12,Standard Class,CU-00344,Customer_344,Consumer,United States,Kansas City,Indiana,91203,Central,PRD-FUR-2496,Furniture,Furnishings,Eldon Desk,328.76,1,0.0,43.97
4631,CA-2022-001453,2020-01-05,2020-01-11,Standard Class,CU-00086,Customer_86,Corporate,United States,Los Angeles,Washington,88959,West,PRD-ART-4909,Office Supplies,Art,Faber-Castell Pencils,212.97,1,0.0,28.04
4632,CA-2019-001536,2022-07-20,2022-07-23,Second Class,CU-00420,Customer_420,Home Office,United States,Boston,Pennsylvania,54224,East,PRD-LAB-6812,Office Supplies,Labels,Xerox 1900,1597.93,3,0.0,308.76
4633,CA-2019-000716,2021-12-05,2021-12-09,Second Class,CU-00149,Customer_149,Corporate,United States,Philadelphia,Pennsylvania,38675,East,PRD-ART-9898,Office Supplies,Art,Avery Markers,298.38,1,0.2,52.28
4634,CA-2022-001513,2019-11-20,2019-11-24,Standard Class,CU-00305,Customer_305,Home Office,United States,Philadelphia,New York,46786,East,PRD-BIN-5664,Office Supplies,Binders,Storex DuraTech,1472.75,2,0.0,228.44
4635,CA-2022-001949,2022-04-24,2022-04-26,Standard Class,CU-00400,Customer_400,Corporate,United States,Los Angeles,California,14373,West,PRD-BOO-1769,Furniture,Bookcases,Sauder Barrister,40.0,1,0.4,2.99
4636,CA-2020-000210,2019-02-10,2019-02-12,Second Class,CU-00576,Customer_576,Consumer,United States,Kansas City,Iowa,36554,Central,PRD-PAP-7270,Office Supplies,Paper,Southworth 25%,371.62,1,0.5,55.36
